"gid","gene_name","fundescrp"
"15828835","ptsG","PTS system, glucose-specific IIABC component"
"15828843","parE","DNA topoisomerase IV subunit B"
"15828844","parC","DNA topoisomerase IV subunit A"
"15828845","MYPU_3740","Lipoprotein"
"15828851","era","GTP-binding protein Era"
"15828857","cbiO","Metal ion ABC transporter, ATP-binding protein, putative"
"15828858","cbiO","Metal ion ABC transporter ATP-binding protein, putative"
"15828859","cbiQ","Metal ion ABC transporter, permease protein"
"15828860","ligA","DNA ligase, NAD-dependent"
"15828872","ligA","DNA ligase, NAD-dependent"
"15828876","tufA/tuf","Elongation factor Tu"
"15828877","ymdA","Conserved hypothetical protein"
"15828878","MYPU_4070","Conserved hypothetical protein"
"15828879","MYPU_4080","Mg2+ transport protein (MgtE)"
"15828881","oppB","Oligopeptide ABC transporter, permease protein"
"15828892","MYPU_4210","Potassium channel protein"
"15828893","potD","Spermidine/putrescine ABC transporter substrate binding protein"
"15828894","potC","Spermidine/putrescine ABC transporter permease protein PotC"
"15828895","potB","Spermidine/putrescine ABC transporter permease protein PotB"
"15828896","potA","Spermidine/putrescine ABC transporter ATP-binding protein PotA"
"15828899","fusA","Elongation factor EF-2"
"15828900","rpsG","Ribosomal protein S7"
"15828901","rpsL","Ribosomal protein S12"
"15828915","MYPU_4440","Hypothetical protein"
"15828919","MYPU_4480","Hypothetical protein"
"15828920","MYPU_4490","ATP synthase subunit A"
"15828922","glyS","Glycyl-tRNA synthetase"
"15828924","dnaG","DNA primase"
"15828925","rpoD(sigA)","RNA polymerase sigma factor"
"15828929","tpiA","Triosephosphate isomerase"
"15828930","pgm","Phosphoglyceromutase"
"15828933","holA","DNA polymerase III delta subunit"
"15828938","rplS","Ribosomal protein L19"
"15828939","trmD","tRNA (guanine-N1)-methyltransferase"
"15828940","rpsP","Ribosomal protein S16"
"15828941","ppa","Inorganic pyrophosphatase"
"15828942","topA","DNA topoisomerase I"
"15828945","cdsA","Phosphatidate cytidylyltransferase"
"15828947","MYPU_4760","Conserved hypothetical protein"
"15828948","MYPU_4770","Conserved hypothetical protein"
"15828954","MYPU_4830","Nicotinate phosphoribosyltransferase"
"15828955","MYPU_4840","Conserved hypothetical protein"
"15828956","tyrS","Tyrosyl-tRNA synthetase"
"15828957","pheT","Phenylalanyl-tRNA synthetase, beta subunit"
"15828959","pepP","Aminopeptidase"
"15828961","metS/metG","Methionyl-tRNA synthetase"
"15828962","ftsZ","Cell division protein FtsZ"
"15828963","MYPU_4920","Hypothetical protein"
"15828964","MYPU_4930","S-adenosyl-methyltransferase"
"15828965","MYPU_4940","Protein MraZ"
"15828966","rplM","Ribosomal protein L13"
"15828967","rpsI","Ribosomal protein S9"
"15828977","msrB","Methionine sulfoxide reductase B"
"15828982","tktA","Transketolase"
"15828984","efp","Elongation factor P"
"15828985","MYPU_5140","Conserved hypothetical protein, possible hemolysin"
"15828986","dnaC","Replicative DNA helicase"
"15828987","rplI","Ribosomal protein L9"
"15828988","MYPU_5170","Conserved hypothetical protein"
"15828989","eno","Enolase"
"15828990","lon","Heat shock ATP-dependent protease La"
"15829003","tsf","Elongation factor Ts"
"15829004","rpsB","Ribosomal protein S2"
"15829008","dhfr","Dihydrofolate reductase"
"15829011","nrdI","Ribonucleoprotein NrdI"
"15829016","rpoC","DNA-directed RNA polymerase beta?xc2xb1 subunit"
"15829017","rpoB","DNA-directed RNA polymerase beta subunit"
"15829019","ribF","Riboflavin kinase/FAD synthetase"
"15829020","MYPU_5490","COF family HAD hydrolase protein"
"15829022","hpt(hprT)","Hypoxanthine-guanine phosphoribosyltransferase"
"15829024","greA","Transcription elongation factor GreA"
"15829027","MYPU_5560","Holliday junction resolvase, putative"
"15829028","alaS","Alanyl-tRNA synthetase"
"15829029","trmU","tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase"
"15829031","rplQ","Ribosomal protein L17"
"15829032","rpoA","DNA-directed RNA polymerase alpha subunit"
"15829033","rpsK","Ribosomal protein S11"
"15829034","rpsM","Ribosomal protein S13"
"15829035","rpmJ","Ribosomal protein L36"
"15829036","infA","Ttranslation initiation factor IF-1"
"15829037","map","Methionine aminopeptidase"
"15829038","adk","Adenylate kinase"
"15829039","secY","Preprotein translocase SecY"
"15829040","rplO","Ribosomal protein L15"
"15829041","rpsE","Ribosomal protein S5"
"15829042","rplR","Ribosomal protein L18"
"15829043","rplF","Ribosomal protein L6"
"15829044","rpsH","Ribosomal protein S8"
"15829045","rpsN","Ribosomal protein S14"
"15829046","rplE","Ribosomal protein L5"
"15829047","rplX","Ribosomal protein L24"
"161723292","rplN","Ribosomal protein L14"
"15829049","rpsQ","Ribosomal protein S17"
"15829050","rpmC","Ribosomal protein L29"
"15829051","rplP","Ribosomal protein L16"
"15829052","rpsC","Ribosomal protein S3"
"15829054","rplV","Ribosomal protein L22"
"15829055","rpsS","Ribosomal protein S19"
"15829056","rplB","Ribosomal protein L2"
"15829057","rplW","Ribosomal protein L23"
"15829058","rplD","Ribosomal protein L4"
"15829060","rplC","Ribosomal protein L3"
"15829061","rpsJ","Ribosomal protein S10"
"15829072","pfkA","6-phosphofructokinase"
"15829073","ptsI","Phosphoenolpyruvate-protein phosphotransferase"
"15829074","ptsH","Phosphocarrier protein HPr"
"15829081","ssb","Single-strand DNA binding protein"
"15829082","rpsF","Ribosomal protein S6,(rbsF/rpsF)"
"15829083","rpiB","Ribose-5-phosphate isomerase B"
"15829084","MYPU_6130","Conserved protein"
"15829092","nfo","Endonuclease IV"
"15829094","nadE","NH(3)-dependent NAD(+) synthase"
"15829104","MYPU_6330","Oligo-1,6-glucosidase"
"15829116","deoD","Purine nucleoside phosphorylase"
"161723290","rpsT","Ribosomal protein S20"
"15829130","secD","Protein-eport membrane protein SecD"
"15829136","cls","Cardiolipin synthetase"
"15829137","pyrG","CTP synthetase"
"15829138","ileS","Isoleucyl-tRNA synthetase"
"15829139","lspA","Lipoprotein signal peptidase (signal peptidase II)"
"15829140","MYPU_6690","Hypothetical protein, likely surface protein"
"15829141","MYPU_6700","Conserved hypothetical protein"
"15829142","MYPU_6710","Conserved hypothetical protein, possible Ser/Thr protein phosphatase"
"15829143","MYPU_6720","Ribosome-binding factor A"
"15829145","ftsY","Cell division protein FtsY"
"15829146","polC","DNA polymerase III subunit alpha"
"15829153","gltX","Glutamyl-tRNA synthetase"
"15829156","pknB","Serine/threonine-protein kinase PknB"
"15829157","MYPU_6860","Protein phosphatase"
"15829158","gmk","Guanylate kinase"
"15829160","def","Peptide deformylase"
"15829161","MYPU_6900","ABC transporter ATP-binding protein"
"15829163","MYPU_6920","Phosphoesterase, DHH subfamily 1"
"15829170","MYPU_6990","ATP synthase subunit B"
"15829173","metK","S-adenosylmethionine synthetase"
"15829175","MYPU_7040","Metallo-beta-lactamase superfamily protein"
"15829176","MYPU_7050","Hydrolase, metallo-beta-lactamase superfamily"
"15829178","trxA","Thioredoxin"
"15829180","MYPU_7090","Conserved hypothetical protein, possibly related to phosphomannomutase"
"15829182","hprK","HPr kinase/phosphorylase"
"15829183","lgt","Prolipoprotein diacylglyceryl transferase"
"15829184","trxB","Thioredoxin reductase"
"15829185","smc","Chromosome segregation ATPase Smc"
"15829187","rpsD","Ribosomal protein S4"
"15829188","MYPU_7170","Hypothetical protein"
"15829189","thiI","Thiamine biosynthesis/tRNA modification protein"
"15829190","dnaE","DNA polymerase III subunit alpha"
"15829191","MYPU_7200","5?xc2xb0-3?xc2xb1 exonuclease, exo domain of DNA polymerase I"
"15829193","dnaB","Chromosome replication initiation and membrane attachment protein"
"15829195","MYPU_7240","Hypothetical protein"
"15829197","pepA","Aminopeptidase (leucine aminopeptidase)"
"15829204","dnaJ","Heat shock protein DnaJ"
"15829209","MYPU_7380","Conserved hypothetical protein, putative Na+ driven multidrug efflux pump"
"15829210","gyrB","DNA gyrase subunit B"
"15829214","MYPU_7430","Conserved hypothetical protein"
"15829216","trpS","Tryptophanyl-tRNA synthetase"
"15829217","thrS","Threonyl-tRNA synthetase"
"15829232","pdhD","Dihydrolipoamide dehydrogenase"
"15829233","pdhC","Dihydrolipoamide acetyltransferase"
"15829235","pdhA","Pyruvate dehydrogenase component E1, alpha"
"15829237","MYPU_7660","Conserved hypothetical protein, degV family member"
"15829238","MYPU_7670","Hypothetical protein"
"15829239","pcrA(uvrD)","ATP-dependent helicase PcrA"
"15829241","MYPU_7700","Glycosyltransferase"
"15829242","asnS/asnC","Asparaginyl-tRNA synthetase"
"15829244","MYPU_7730","ABC transporter ATP-binding protein"
"15829245","MYPU_7740","ABC transporter permease protein"
"15829250","ftsH","Cell division protein FtsH"
"15829251","mesJ","PP-loop superfamily ATPase/cell cycle protein"
"15829252","pth","Peptidyl-tRNA hydrolase,(pth(spoVC))"
"15829253","recD","Exodeoxyribonuclease V alpha chain"
"116053721","dnaA","chromosomal replication initiation protein"
"116053728","glyS","glycyl-tRNA synthetase subunit beta"
"116053729","glyQ","glycyl-tRNA synthetase subunit alpha"
"116053738","fmt","methionyl-tRNA formyltransferase"
"116053739","def","peptide deformylase"
"116053742","PA14_00240","hypothetical protein"
"116053744","hemF","coproporphyrinogen III oxidase"
"116053772","PA14_00630","hypothetical protein"
"116053849","PA14_01560","hypothetical protein"
"116054057","rpiA","ribose-5-phosphate isomerase A"
"116054070","thyA","thymidylate synthase"
"116054078","folA","dihydrofolate reductase"
"116054092","coaD","phosphopantetheine adenylyltransferase"
"116054135","yqgF","Holliday junction resolvase-like protein"
"116054231","PA14_06580","hypothetical protein"
"116054243","nirC","putative c-type cytochrome precursor"
"116054252","PA14_06860","hypothetical protein"
"116054282","fda","fructose-1,6-bisphosphate aldolase"
"116054304","rpoD","RNA polymerase sigma factor RpoD"
"116054308","gcp","O-sialoglycoprotein endopeptidase"
"116054310","folB","dihydroneopterin aldolase"
"116054335","rpe","ribulose-phosphate 3-epimerase"
"116054340","PA14_07970","hypothetical protein"
"116054360","PA14_08190","hypothetical protein"
"116054366","PA14_08250","hypothetical protein"
"116054380","PA14_08400","hypothetical protein"
"116054386","PA14_08470","hypothetical protein"
"116054390","PA14_08510","iron-sulfur cluster insertion protein ErpA"
"116052313","PA14_08630","pantothenate kinase"
"116052309","rplK","50S ribosomal protein L11"
"116052308","rplA","50S ribosomal protein L1"
"116052306","rplL","50S ribosomal protein L7/L12"
"116052305","rpoB","DNA-directed RNA polymerase subunit beta"
"116052302","rpsG","30S ribosomal protein S7"
"116052299","rpsJ","30S ribosomal protein S10"
"116052294","rpsS","30S ribosomal protein S19"
"116052293","rplV","50S ribosomal protein L22"
"116052292","rpsC","30S ribosomal protein S3"
"116052291","rplP","50S ribosomal protein L16"
"116052290","rpmC","50S ribosomal protein L29"
"116052289","rpsQ","30S ribosomal protein S17"
"116052288","rplN","50S ribosomal protein L14"
"116052287","rplX","50S ribosomal protein L24"
"116052286","rplE","50S ribosomal protein L5"
"116052285","rpsN","30S ribosomal protein S14"
"116052283","rplF","50S ribosomal protein L6"
"116052282","rplR","50S ribosomal protein L18"
"116052280","rpmD","50S ribosomal protein L30"
"116052279","rplO","50S ribosomal protein L15"
"116052277","rpmJ","50S ribosomal protein L36"
"116052276","rpsM","30S ribosomal protein S13"
"116052275","rpsK","30S ribosomal protein S11"
"116052273","rplQ","50S ribosomal protein L17"
"116052126","PA14_11010","hypothetical protein"
"116052113","PA14_11150","putative transcriptional regulator"
"116052104","PA14_11260","putative epimerase"
"116052093","ribD","riboflavin-specific deaminase/reductase"
"116052092","ribC","riboflavin synthase subunit alpha"
"116052089","nusB","transcription antitermination protein NusB"
"116052088","thiL","thiamine monophosphate kinase"
"116052084","ribA","GTP cyclohydrolase II"
"116052081","dxs","1-deoxy-D-xylulose-5-phosphate synthase"
"116052057","PA14_11860","aromatic acid decarboxylase"
"116052036","PA14_12110","hypothetical protein"
"116052035","lipB","lipoyltransferase"
"116052034","lipA/lis","lipoyl synthase"
"116052028","holA","DNA polymerase III subunit delta"
"116052027","PA14_12210","hypothetical protein"
"116052023","lnt","apolipoprotein N-acyltransferase"
"116052021","PA14_12310","putative metalloprotease"
"116051975","tauD","taurine dioxygenase"
"116051919","PA14_13680","short chain dehydrogenase"
"116051884","PA14_14160","putative acetyltransferase"
"116051878","PA14_14250","hypothetical protein"
"116051862","valS","valyl-tRNA synthetase"
"116051855","PA14_14510","hypothetical protein"
"116051845","secF","preprotein translocase subunit SecF"
"116051838","PA14_14740","scaffold protein"
"116051837","PA14_14750","putative iron-binding protein IscA"
"116051836","hscB","co-chaperone HscB"
"116051834","fdx2","ferredoxin (2Fe-2S)"
"116051832","ndk","nucleoside diphosphate kinase"
"116051828","gcpE/ispG","4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase"
"116051824","engA","GTP-binding protein EngA"
"116051812","PA14_15110","hypothetical protein"
"116051795","guaB","inositol-5-monophosphate dehydrogenase"
"116051766","PA14_15680","hypothetical protein"
"116051743","rpsP","30S ribosomal protein S16"
"116051742","rimM","16S rRNA-processing protein"
"116051697","lysS","lysyl-tRNA synthetase"
"116051682","PA14_16710","hypothetical protein"
"116051665","PA14_16920","hypothetical protein"
"116051663","dapD","tetrahydrodipicolinate succinylase"
"116051653","rpsB","30S ribosomal protein S2"
"116051651","pyrH","uridylate kinase"
"116051650","frr","ribosome recycling factor"
"116051649","uppS","undecaprenyl pyrophosphate synthetase"
"116051648","cdsA","phosphatidate cytidylyltransferase"
"116051647","dxr","1-deoxy-D-xylulose 5-phosphate reductoisomerase"
"116051645","PA14_17150","putative outer membrane antigen"
"116051642","fabZ","(3R)-hydroxymyristoyl-ACP dehydratase"
"116051641","lpxA","UDP-N-acetylglucosamine acyltransferase"
"116051640","lpxB","lipid-A-disaccharide synthase"
"116051637","dnaE","DNA polymerase III subunit alpha"
"116051636","accA","acetyl-CoA carboxylase carboxyltransferase subunit alpha"
"116051635","PA14_17280","hypothetical protein"
"116051634","pyrG","CTP synthetase"
"116051631","PA14_17330","hypothetical protein"
"116051618","fdxA","ferredoxin I"
"116051527","rnt","ribonuclease T"
"116051519","PA14_18800","hypothetical protein"
"116051507","PA14_18930","electron transport complex protein RnfB"
"116051461","PA14_19590","putative molybdopterin-binding protein"
"116051389","PA14_20460","hypothetical protein"
"116051258","minE","cell division topological specificity factor MinE"
"116051160","ubiG","3-demethylubiquinone-9 3-methyltransferase"
"116051157","gyrA","DNA gyrase subunit A"
"116051152","cmk","cytidylate kinase"
"116051130","gltx/gltX","glutamyl-tRNA synthetase"
"116051113","asd","aspartate-semialdehyde dehydrogenase"
"116051108","accD","acetyl-CoA carboxylase subunit beta"
"116050991","PA14_25430","hypothetical protein"
"116050989","PA14_25440","putative lipoprotein releasing system, ATP-binding protein"
"116050988","PA14_25450","hypothetical protein"
"116050983","lpxK","tetraacyldisaccharide 4?xc2xb0-kinase"
"116050982","PA14_25520","hypothetical protein"
"116050981","kdsB","3-deoxy-manno-octulosonate cytidylyltransferase"
"116050980","ptpA","phosphotyrosine protein phosphatase"
"116050979","murB","UDP-N-acetylenolpyruvoylglucosamine reductase"
"116050969","fabG","3-ketoacyl-(acyl-carrier-protein) reductase"
"116050968","acpP","acyl carrier protein"
"116050964","tmk","thymidylate kinase"
"116050954","etfB","electron transfer flavoprotein beta-subunit"
"116050952","PA14_25900","trans-2-enoyl-CoA reductase"
"116050949","PA14_25930","hypothetical protein"
"116050858","PA14_27170","hypothetical protein"
"116050747","PA14_28500","hypothetical protein"
"116050732","rpmI","50S ribosomal protein L35"
"116050731","rplT","50S ribosomal protein L20"
"116050730","pheS","phenylalanyl-tRNA synthetase subunit alpha"
